VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,dateoftransaction,timing,currency,remarks
KR044,Expenditure,Ship Out,2367.08,,0,VSDT*VSDO,,Outfitting,Pound sterling,
KR044,Return,Ship In,1775.31,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
KR045,Expenditure,Gross outlays,6220,,0,,,Outfitting,Pound sterling,
KR045,Expenditure,Insurance,684,,0,INV,,Outfitting,Pound sterling,
KR045,Return,Gross return,7403,,0,,,Return,Pound sterling,
KR045,Expenditure,Ship Out,1173.68,,0,VSDT*VSDO,,Outfitting,Pound sterling,
KR045,Return,Ship In,880.26,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
KR046,Expenditure,Gross outlays,4822,,0,,,Outfitting,Pound sterling,
KR046,Expenditure,Insurance,530,,0,INV,,Outfitting,Pound sterling,
KR046,Return,Gross return,5626,,0,,,Return,Pound sterling,
KR046,Expenditure,Ship Out,909.84,,0,VSDT*VSDO,,Outfitting,Pound sterling,
KR046,Return,Ship In,682.38,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
KR047,Expenditure,Gross outlays,26042,,0,,,Outfitting,Pound sterling,
KR047,Expenditure,Insurance,2864,,0,INV,,Outfitting,Pound sterling,
KR047,Return,Gross return,33425,,0,,,Return,Pound sterling,
KR047,Expenditure,Ship Out,4914.02,,0,VSDT*VSDO,,Outfitting,Pound sterling,
KR047,Return,Ship In,3685.515,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
KR048,Expenditure,Gross outlays,9121,,0,,,Outfitting,Pound sterling,
KR048,Expenditure,Insurance,1003,,0,INV,,Outfitting,Pound sterling,
KR048,Return,Gross return,8924,,0,,,Return,Pound sterling,
KR048,Expenditure,Ship Out,1721.08,,0,VSDT*VSDO,,Outfitting,Pound sterling,
KR048,Return,Ship In,1290.81,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
KR049,Expenditure,Gross outlays,5008,,0,,,Outfitting,Pound sterling,
KR049,Expenditure,Insurance,551,,0,INV,,Outfitting,Pound sterling,
KR049,Return,Gross return,6716,,0,,,Return,Pound sterling,
KR049,Expenditure,Ship Out,945.03,,0,VSDT*VSDO,,Outfitting,Pound sterling,
KR049,Return,Ship In,708.7725,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
KR050,Expenditure,Gross outlays,4009,,0,,,Outfitting,Pound sterling,
KR050,Expenditure,Insurance,441,,0,INV,,Outfitting,Pound sterling,
KR050,Return,Gross return,5459,,0,,,Return,Pound sterling,
KR050,Expenditure,Ship Out,756.5,,0,VSDT*VSDO,,Outfitting,Pound sterling,
KR050,Return,Ship In,567.375,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
KR051,Expenditure,Gross outlays,22920,,0,,,Outfitting,Pound sterling,
KR051,Expenditure,Insurance,7793,,0,INV,,Outfitting,Pound sterling,
KR051,Return,Gross return,29350,,0,,,Return,Pound sterling,
KR051,Expenditure,Ship Out,5221.21,,0,VSDT*VSDO,,Outfitting,Pound sterling,
KR051,Return,Ship In,3915.9075,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
KR052,Expenditure,Gross outlays,8249,,0,,,Outfitting,Pound sterling,
KR052,Expenditure,Insurance,908,,0,INV,,Outfitting,Pound sterling,No link to TSTD so exact date unknown. Estimated based on an assumed insurance premium of 11% of gross outlays
KR052,Return,Gross return,19249,,0,,,Return,Pound sterling,
KR052,Expenditure,Ship Out,1556.69,,0,VSDT*VSDO,,Outfitting,Pound sterling,
KR052,Return,Ship In,1167.5175,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
KR053,Expenditure,Cargo and outfitting,10582.33,,0,,,Outfitting,Pound sterling,
KR053,Expenditure,Ship Out,2410.66,,0,VSDO,,Outfitting,Pound sterling,
KR053,Expenditure,Insurance,3598,,0,INV,,Outfitting,Pound sterling,
KR053,Return,Inset,19133.52,,0,,,Return,Pound sterling,
KR053,Return,Ship In,1808,,0,VSDO*VSRV,,Return,Pound sterling,
NR001,Expenditure,Insurance,188,,0,,,Outfitting,Pound sterling,
NR001,Expenditure,Other,6,,0,,,Outfitting,Pound sterling,
NR001,Expenditure,Outfitting,575,,0,,,Outfitting,Pound sterling,
NR001,Expenditure,Ship out,100,,0,,,Outfitting,Pound sterling,
NR001,Return,Inset,1110,,0,,,Return,Pound sterling,
NR001,Return,Other,5,,0,,,Return,Pound sterling,
NR001,Return,Returned goods,15,,0,,,Return,Pound sterling,
NR001,Return,Ship In,100,,0,,,Return,Pound sterling,
NR002,Expenditure,Insurance,91,,0,,,Outfitting,Pound sterling,
NR002,Expenditure,Outfitting including ship purchase,264,,0,,,Outfitting,Pound sterling,
NR002,Return,"Inset, including sale of ship",85,,0,,,Return,Pound sterling,
NR002,Return,Insurance loss reimbursement,310,,0,,,Return,Pound sterling,
NR003,Expenditure,Insurance,69,,0,,,Outfitting,Pound sterling,
NR003,Expenditure,Other,35,,0,,,Outfitting,Pound sterling,
NR003,Expenditure,Outfitting,288,,0,,,Outfitting,Pound sterling,
NR003,Expenditure,Ship Out,50,,0,,,Outfitting,Pound sterling,
NR003,Return,Insurance loss reimbursement,439,,0,,,Return,Pound sterling,
NR003,Return,Other inset,34,,0,,,Return,Pound sterling,
NR004,Expenditure,Insurance,75,,0,,,Outfitting,Pound sterling,
NR004,Expenditure,Outfitting including ship purchase,267,,0,,,Outfitting,Pound sterling,
NR004,Return,Discounts on trade goods,3,,0,,,After outfitting,Pound sterling,
NR004,Return,Inset and Returned Goods,302,,0,,,Return,Pound sterling,
NR004,Return,Other inset,20,,0,,,Return,Pound sterling,
NR004,Return,Ship In,40,,0,,,Return,Pound sterling,
NR005,Expenditure,Insurance,65,,0,,,Outfitting,Pound sterling,
NR005,Expenditure,Other,61,,0,,,Outfitting,Pound sterling,
NR005,Expenditure,Outfitting including ship purchase,392,,0,,,Outfitting,Pound sterling,
NR005,Return,Inset,317,,0,,,Return,Pound sterling,
NR005,Return,Other inset,3,,0,,,Return,Pound sterling,
NR005,Return,Ship In,66,,0,,,Return,Pound sterling,
NR006,Expenditure,Insurance,161,,0,,,Outfitting,Pound sterling,
NR006,Expenditure,Outfitting,435,,0,,,Outfitting,Pound sterling,
NR006,Expenditure,Ship Out,73,,0,,,Outfitting,Pound sterling,
NR006,Return,Inset,3,,0,,,Return,Pound sterling,
NR006,Return,Insurance loss reimbursement,761,,0,,,Return,Pound sterling,
NR007,Expenditure,Insurance,196,,0,,,Outfitting,Pound sterling,
NR007,Expenditure,Outfitting,830,,0,,,Outfitting,Pound sterling,
NR007,Return,Discounts on trade goods,13,,0,,,After outfitting,Pound sterling,
NR007,Return,Inset,691,,0,,,Return,Pound sterling,
NR007,Return,Other inset,13,,0,,,Return,Pound sterling,
NR007,Return,Returned goods,6,,0,,,Return,Pound sterling,
NR007,Return,Ship In,117,,0,,,Return,Pound sterling,
NR007,Expenditure,Ship Out,156,,0,VSRV,,Outfitting,Pound sterling,
NR008,Expenditure,Inset,114,,0,,,Return,Pound sterling,
NR008,Expenditure,Insurance,128,,0,,,Outfitting,Pound sterling,
NR008,Expenditure,Other,5,,0,,,Outfitting,Pound sterling,
NR008,Expenditure,Outfitting,728,,0,,,Outfitting,Pound sterling,
NR008,Return,Inset,1008,,0,,,Return,Pound sterling,
NR008,Return,Other inset,8,,0,,,Return,Pound sterling,
NR008,Return,Ship In,138,,0,,,Return,Pound sterling,
NR008,Expenditure,Ship Out,184,,0,VSRV,,Outfitting,Pound sterling,
NR009,Expenditure,Inset,13,,0,,,Return,Pound sterling,
NR009,Expenditure,Insurance,199,,0,,,Outfitting,Pound sterling,
NR009,Expenditure,Outfitting,475,,0,,,Outfitting,Pound sterling,
NR009,Expenditure,Ship Out,111,,0,,,Outfitting,Pound sterling,
NR009,Return,Inset,621,,0,,,Return,Pound sterling,
NR009,Return,Insurance loss reimbursement,392,,0,,,Return,Pound sterling,
NR009,Return,Other inset,17,,0,,,Return,Pound sterling,
NR010,Expenditure,Inset,1,,0,,,Return,Pound sterling,
NR010,Expenditure,Insurance,35,,0,,,Outfitting,Pound sterling,
NR010,Expenditure,Other,14,,0,,,Outfitting,Pound sterling,
NR010,Expenditure,Outfitting,319,,0,,,Outfitting,Pound sterling,
NR010,Expenditure,Ship Out,47,,0,,,Outfitting,Pound sterling,
NR010,Return,Discounts on trade goods,22,,0,,,After outfitting,Pound sterling,
NR010,Return,Inset,382,,0,,,Return,Pound sterling,
NR010,Return,Ship In,66,,0,,,Return,Pound sterling,
NR011,Expenditure,Inset,50,,0,,,Return,Pound sterling,
NR011,Expenditure,Insurance,72,,0,,,Outfitting,Pound sterling,
NR011,Expenditure,Other,1,,0,,,Outfitting,Pound sterling,
NR011,Expenditure,Outfitting,486,,0,,,Outfitting,Pound sterling,
NR011,Expenditure,Ship Out,138,,0,,,Outfitting,Pound sterling,
NR011,Return,Inset,816,,0,,,Return,Pound sterling,
NR011,Return,Other inset,40,,0,,,Return,Pound sterling,
NR011,Return,Ship In,84,,0,,,Return,Pound sterling,
NR012,Expenditure,Inset,49,,0,,,Return,Pound sterling,
NR012,Expenditure,Insurance,49,,0,,,Outfitting,Pound sterling,
NR012,Expenditure,Outfitting,329,,0,,,Outfitting,Pound sterling,
NR012,Expenditure,Ship Out,38,,0,,,Outfitting,Pound sterling,
NR012,Return,Inset,448,,0,,,Return,Pound sterling,
NR012,Return,Ship In,33,,0,,,Return,Pound sterling,
NR013,Expenditure,Insurance,69,,0,,,Outfitting,Pound sterling,
NR013,Expenditure,Outfitting,490,,0,,,Outfitting,Pound sterling,
NR013,Expenditure,Ship Out,116,,0,,,Outfitting,Pound sterling,
NR013,Return,Inset,919,,0,,,Return,Pound sterling,
NR013,Return,Returned goods,4,,0,,,Return,Pound sterling,
NR013,Return,Ship In,92,,0,,,Return,Pound sterling,
NR014,Expenditure,Inset,18,,0,,,Return,Pound sterling,
NR014,Expenditure,Insurance,41,,0,,,Outfitting,Pound sterling,
NR014,Expenditure,Other,9,,0,,,Outfitting,Pound sterling,
NR014,Expenditure,Outfitting,373,,0,,,Outfitting,Pound sterling,
NR014,Expenditure,Ship Out,66,,0,,,Outfitting,Pound sterling,
NR014,Return,Discounts on trade goods,6,,0,,,After outfitting,Pound sterling,
NR014,Return,Inset,452,,0,,,Return,Pound sterling,
NR014,Return,Other inset,2,,0,,,Return,Pound sterling,
NR014,Return,Ship In,50,,0,,,Return,Pound sterling,
NR015,Expenditure,Inset,40,,0,,,Return,Pound sterling,
NR015,Expenditure,Insurance,61,,0,,,Outfitting,Pound sterling,
NR015,Expenditure,Outfitting,407,,0,,,Outfitting,Pound sterling,
NR015,Return,Inset,435,,0,,,Return,Pound sterling,
NR015,Return,Other inset,14,,0,,,Return,Pound sterling,
NR015,Expenditure,Ship Out,86.36,,0,VSDO,,Outfitting,Pound sterling,
NR015,Return,Ship In,64.77,,0,VSDO*VSRV,,Return,Pound sterling,
NR016,Expenditure,Insurance,42,,0,,,Outfitting,Pound sterling,
NR016,Expenditure,Outfitting including ship purchase,366,,0,,,Outfitting,Pound sterling,
NR016,Return,"Inset, including sale of ship",235,,0,,,Return,Pound sterling,
NR017,Expenditure,Insurance,22,,0,,,Outfitting,Pound sterling,
NR017,Expenditure,Outfitting including ship purchase,331,,0,,,Outfitting,Pound sterling,
NR017,Return,"Inset, including sale of ship",318,,0,,,Return,Pound sterling,
NR018,Expenditure,Inset,1,,0,,,Return,Pound sterling,
NR018,Expenditure,Insurance,51,,0,,,Outfitting,Pound sterling,
NR018,Expenditure,Outfitting,637,,0,,,Outfitting,Pound sterling,
NR018,Expenditure,Ship Out,84,,0,,,Outfitting,Pound sterling,
NR018,Return,Inset,570,,0,,,Return,Pound sterling,
NR018,Return,Other inset,28,,0,,,Return,Pound sterling,
NR018,Return,Ship In,88,,0,,,Return,Pound sterling,
NR019,Expenditure,Insurance,33,,0,,,Outfitting,Pound sterling,
NR019,Expenditure,Outfitting,390,,0,,,Outfitting,Pound sterling,
NR019,Expenditure,Ship Out,33,,0,,,Outfitting,Pound sterling,
NR019,Return,Inset,487,,0,,,Return,Pound sterling,
NR019,Return,Ship In,33,,0,,,Return,Pound sterling,
NR020,Expenditure,Insurance,41,,0,,,Outfitting,Pound sterling,
NR020,Expenditure,Outfitting,591,,0,,,Outfitting,Pound sterling,
NR020,Expenditure,Ship Out,92,,0,,,Outfitting,Pound sterling,
NR020,Return,Inset,930,,0,,,Return,Pound sterling,
NR020,Return,Other inset,7,,0,,,Return,Pound sterling,
NR020,Return,Returned goods,2,,0,,,Return,Pound sterling,
NR020,Return,Ship In,67,,0,,,Return,Pound sterling,
NR021,Expenditure,Insurance,41,,0,,,Outfitting,Pound sterling,
NR021,Expenditure,Outfitting,498,,0,,,Outfitting,Pound sterling,
NR021,Return,Inset,397,,0,,,Return,Pound sterling,
NR021,Return,Ship In,46,,0,,,Return,Pound sterling,
NR021,Expenditure,Ship Out,61.3,,0,VSRV,,Outfitting,Pound sterling,
NR022,Expenditure,Insurance,40,,0,,,Outfitting,Pound sterling,
NR022,Expenditure,Other,6,,0,,,Outfitting,Pound sterling,
NR022,Expenditure,Outfitting,280,,0,,,Outfitting,Pound sterling,
NR022,Expenditure,Ship Out,30,,0,,,Outfitting,Pound sterling,
NR022,Return,Discounts on trade goods,3,,0,,,After outfitting,Pound sterling,
NR022,Return,Inset,396,,0,,,Return,Pound sterling,
NR022,Return,Other inset,5,,0,,,Return,Pound sterling,
NR022,Return,Ship In,38,,0,,,Return,Pound sterling,
NR023,Expenditure,Insurance,72,,0,,,Outfitting,Pound sterling,
NR023,Expenditure,Other,22,,0,,,Outfitting,Pound sterling,
NR023,Expenditure,Outfitting,901,,0,,,Outfitting,Pound sterling,
NR023,Expenditure,Ship Out,88,,0,,,Outfitting,Pound sterling,
NR023,Return,Inset,1467,,0,,,Return,Pound sterling,
NR023,Return,Other inset,8,,0,,,Return,Pound sterling,
NR023,Return,Ship In,66,,0,VSRV,,Return,Pound sterling,
NR024,Expenditure,Insurance,66,,0,,,Outfitting,Pound sterling,
NR024,Expenditure,Outfitting,666,,0,,,Outfitting,Pound sterling,
NR024,Return,Inset,239,,0,,,Return,Pound sterling,
NR024,Return,Insurance loss reimbursement,106,,0,,,Return,Pound sterling,
NR024,Expenditure,Ship Out,124.44,,0,VSDO,,Outfitting,Pound sterling,
NR025,Expenditure,Insurance,112,,0,,,Outfitting,Pound sterling,
NR025,Expenditure,Outfitting,1138,,0,,,Outfitting,Pound sterling,
NR025,Expenditure,Ship Out,94,,0,,,Outfitting,Pound sterling,
NR025,Return,Inset,1758,,0,,,Return,Pound sterling,
NR025,Return,Ship In,60,,0,,,Return,Pound sterling,
NR026,Expenditure,Inset,2,,0,,,Return,Pound sterling,
NR026,Expenditure,Insurance,22,,0,,,Outfitting,Pound sterling,
NR026,Expenditure,Outfitting including ship purchase,337,,0,,,Outfitting,Pound sterling,
NR026,Return,"Inset, including sale of ship",464,,0,,,Return,Pound sterling,
NR027,Expenditure,Insurance,67,,0,,,Outfitting,Pound sterling,
NR027,Expenditure,Outfitting including ship purchase,829,,0,,,Outfitting,Pound sterling,
NR027,Return,Inset,1081,,0,,,Return,Pound sterling,
NR027,Return,Ship In,77,,0,,,Return,Pound sterling,
NR028,Expenditure,Insurance,88,,0,,,Outfitting,Pound sterling,
NR028,Expenditure,Outfitting including ship purchase,1151,,0,,,Outfitting,Pound sterling,
NR028,Expenditure,Ship Out,60,,0,,,Outfitting,Pound sterling,
NR028,Return,"Inset, including sale of ship",2206,,0,,,Return,Pound sterling,
NR029,Expenditure,Insurance,33,,0,,,Outfitting,Pound sterling,
NR029,Expenditure,Outfitting including ship purchase,374,,0,,,Outfitting,Pound sterling,
NR029,Return,Inset,373,,0,,,Return,Pound sterling,
NR029,Return,Insurance loss reimbursement,83,,0,,,Return,Pound sterling,
NR030,Expenditure,Insurance,128,,0,,,Outfitting,Pound sterling,
NR030,Expenditure,Outfitting,1393,,0,,,Outfitting,Pound sterling,
NR030,Expenditure,Ship Out,128,,0,,,Outfitting,Pound sterling,
NR030,Return,Inset,1955,,0,,,Return,Pound sterling,
NR030,Return,Other inset,22,,0,,,Return,Pound sterling,
NR030,Return,Ship In,150,,0,,,Return,Pound sterling,
NR031,Expenditure,Insurance,73,,0,,,Outfitting,Pound sterling,
NR031,Expenditure,Outfitting including ship purchase,1044,,0,,,Outfitting,Pound sterling,
NR031,Return,"Inset, including sale of ship",867,,0,,,Return,Pound sterling,
NR031,Return,Returned goods,8,,0,,,Return,Pound sterling,
NR031,Return,Ship In,188,,0,,,Return,Pound sterling,
NR032,Expenditure,Insurance,86,,0,,,Outfitting,Pound sterling,
NR032,Expenditure,Outfitting including ship purchase,1687,,0,,,Outfitting,Pound sterling,
NR032,Return,Inset,1803,,0,,,Return,Pound sterling,
NR032,Return,Ship In,375,,0,,,Return,Pound sterling,
NR033,Expenditure,Insurance,161,,0,,,Outfitting,Pound sterling,
NR033,Expenditure,Outfitting,2166,,0,,,Outfitting,Pound sterling,
NR033,Expenditure,Ship Out,150,,0,,,Outfitting,Pound sterling,
NR033,Return,"Inset, including sale of ship",1667,,0,,,Return,Pound sterling,
NR033,Return,Other inset,2,,0,,,Return,Pound sterling,
NR033,Return,Ship In,156,,0,,,Return,Pound sterling,
NR034,Expenditure,Inset,3,,0,,,Return,Pound sterling,
NR034,Expenditure,Insurance,114,,0,,,Outfitting,Pound sterling,
NR034,Expenditure,Outfitting,1757,,0,,,Outfitting,Pound sterling,
NR034,Expenditure,Ship Out,250,,0,,,Outfitting,Pound sterling,
NR034,Return,Inset and Returned Goods,1684,,0,,,Return,Pound sterling,
NR034,Return,Insurance loss reimbursement,500,,0,,,Return,Pound sterling,
NR034,Return,Other inset,27,,0,,,Return,Pound sterling,
NR034,Return,Ship In,160,,0,,,Return,Pound sterling,
NR035,Expenditure,Insurance,122,,0,,,Outfitting,Pound sterling,
NR035,Expenditure,Other,5,,0,,,Outfitting,Pound sterling,
NR035,Expenditure,Outfitting including ship purchase,1880,,0,,,Outfitting,Pound sterling,
NR035,Return,"Inset, Returned Goods and Insurance Loss reimbursement",2940,,0,,,Return,Pound sterling,
NR036,Expenditure,Insurance,137,,0,,,Outfitting,Pound sterling,
NR036,Expenditure,Outfitting,2488,,0,,,Outfitting,Pound sterling,
NR036,Expenditure,Ship Out,140,,0,,,Outfitting,Pound sterling,
NR036,Return,Inset,2346,,0,,,Return,Pound sterling,
NR036,Return,Ship In,105,,0,VSRV,,Return,Pound sterling,
NR037,Expenditure,Insurance,77,,0,,,Outfitting,Pound sterling,
NR037,Expenditure,Other,6,,0,,,Outfitting,Pound sterling,
NR037,Expenditure,Outfitting,1051,,0,,,Outfitting,Pound sterling,
NR037,Expenditure,Ship Out,188,,0,,,Outfitting,Pound sterling,
NR037,Return,"Inset, including sale of ship",608,,0,,,Return,Pound sterling,
NR038,Expenditure,Insurance,229,,0,,,Outfitting,Pound sterling,
NR038,Expenditure,Outfitting,2163,,0,,,Outfitting,Pound sterling,
NR038,Expenditure,Ship Out,105,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR036
NR038,Return,Inset,3016,,0,,,Return,Pound sterling,
NR038,Return,Ship In,78.75,,0,VSRV*VSRV,,Return,Pound sterling,
NR040,Expenditure,Insurance,187,,0,,,Outfitting,Pound sterling,
NR040,Expenditure,Outfitting including ship purchase,2370,,0,,,Outfitting,Pound sterling,
NR040,Return,Inset,1705,,0,,,Return,Pound sterling,
NR040,Return,Insurance loss reimbursement,500,,0,,,Return,Pound sterling,
NR040,Return,Ship In,79,,0,VSRV,,Return,Pound sterling,
NR040,Return,Inset,1048,,0,,,Return,Pound sterling,
NR041,Expenditure,Insurance,312,,0,,,Outfitting,Pound sterling,
NR041,Expenditure,Outfitting,2051,,0,,,Outfitting,Pound sterling,
NR041,Expenditure,Ship Out,340,,0,,,Outfitting,Pound sterling,
NR041,Return,Inset,3508,,0,,,Return,Pound sterling,
NR041,Return,Insurance loss reimbursement,475,,0,,,Return,Pound sterling,
NR041,Return,Ship In,255,,0,VSRV,,Return,Pound sterling,
NR042,Expenditure,Other,671,,0,,,Outfitting,Pound sterling,
NR042,Expenditure,Outfitting,2757,,0,,,Outfitting,Pound sterling,
NR042,Return,Inset,2942,,0,,,Return,Pound sterling,
NR042,Expenditure,Ship Out,582.76,,0,VSDO,,Outfitting,Pound sterling,
NR042,Return,Ship In,437.07,,0,VSDO*VSRV,,Return,Pound sterling,
NR042,Expenditure,Insurance,441.18,,0,INV,,Outfitting,Pound sterling,
NR043,Expenditure,Insurance,13,,0,,,Outfitting,Pound sterling,
NR043,Expenditure,Outfitting,345,,0,,,Outfitting,Pound sterling,
NR043,Expenditure,Ship Out,33,,0,,,Outfitting,Pound sterling,
NR043,Return,Inset,329,,0,,,Return,Pound sterling,
NR043,Return,Ship In,24.75,,0,VSRV,,Return,Pound sterling,
NR044,Expenditure,Insurance,28,,0,,,Outfitting,Pound sterling,
NR044,Expenditure,Outfitting including ship purchase,167,,0,,,Outfitting,Pound sterling,
NR044,Return,"Inset, including sale of ship",221,,0,,,Return,Pound sterling,
NR044,Return,Other inset,2,,0,,,Return,Pound sterling,
NR045,Expenditure,Insurance,52,,0,,,Outfitting,Pound sterling,
NR045,Expenditure,Outfitting,813,,0,,,Outfitting,Pound sterling,
NR045,Expenditure,Ship Out,53,,0,,,Outfitting,Pound sterling,
NR045,Return,Inset,758,,0,,,Return,Pound sterling,
NR045,Return,Returned goods,20,,0,,,Return,Pound sterling,
NR045,Return,Ship In,250,,0,,,Return,Pound sterling,
NR046,Expenditure,Insurance,14,,0,,,Outfitting,Pound sterling,
NR046,Expenditure,Outfitting,213,,0,,,Outfitting,Pound sterling,
NR046,Expenditure,Ship Out,38,,0,,,Outfitting,Pound sterling,
NR046,Return,Inset,136,,0,,,Return,Pound sterling,
NR046,Return,Other inset,4,,0,,,Return,Pound sterling,
NR046,Return,Returned goods,12,,0,,,Return,Pound sterling,
NR046,Return,Ship In,38,,0,,,Return,Pound sterling,
NR047,Expenditure,Insurance,29,,0,,,Outfitting,Pound sterling,
NR047,Expenditure,Outfitting including ship purchase,451,,0,,,Outfitting,Pound sterling,
NR047,Return,Inset,551,,0,,,Return,Pound sterling,
NR047,Return,Other inset,1,,0,,,Return,Pound sterling,
NR047,Return,Returned goods,5,,0,,,Return,Pound sterling,
NR047,Return,Ship In,94,,0,,,Return,Pound sterling,
NR048,Expenditure,Insurance,77,,0,,,Outfitting,Pound sterling,
NR048,Expenditure,Outfitting including ship purchase,729,,0,,,Outfitting,Pound sterling,
NR048,Return,Discounts on trade goods,12,,0,,,After outfitting,Pound sterling,
NR048,Return,Inset,872,,0,,,Return,Pound sterling,
NR048,Return,Returned goods,34,,0,,,Return,Pound sterling,
NR048,Return,Ship In,100,,0,,,Return,Pound sterling,
NR049,Expenditure,Insurance,32,,0,,,Outfitting,Pound sterling,
NR049,Expenditure,Outfitting including ship purchase,537,,0,,,Outfitting,Pound sterling,
NR049,Return,Discounts on trade goods,3,,0,,,After outfitting,Pound sterling,
NR049,Return,Inset,841,,0,,,Return,Pound sterling,
NR049,Return,Ship In,62,,0,VSRV,,Return,Pound sterling,
NR050,Expenditure,Insurance,68,,0,,,Outfitting,Pound sterling,
NR050,Expenditure,Outfitting,1109,,0,,,Outfitting,Pound sterling,
NR050,Expenditure,Ship Out,375,,0,,,Outfitting,Pound sterling,
NR050,Return,Discounts on trade goods,3,,0,,,After outfitting,Pound sterling,
NR050,Return,Inset,1258,,0,,,Return,Pound sterling,
NR050,Return,Returned goods,77,,0,,,Return,Pound sterling,
NR050,Return,Ship In,3,,0,,,Return,Pound sterling,
NR051,Expenditure,Outfitting,309,,0,,,Outfitting,Pound sterling,
NR051,Expenditure,Ship Out,38,,0,,,Outfitting,Pound sterling,
NR051,Return,"Inset, including sale of ship",344,,0,,,Return,Pound sterling,
NR051,Expenditure,Insurance,38.2,,0,INV,,Outfitting,Pound sterling,
NR052,Expenditure,Outfitting,456,,0,,,Outfitting,Pound sterling,
NR052,Expenditure,Ship Out,94,,0,,,Outfitting,Pound sterling,
NR052,Return,Inset,448,,0,,,Return,Pound sterling,
NR052,Return,Returned goods,26,,0,,,Return,Pound sterling,
NR052,Return,Ship In,75,,0,,,Return,Pound sterling,
NR052,Expenditure,Insurance,60.5,,0,INV,,Outfitting,Pound sterling,
NR053,Expenditure,Insurance,36,,0,,,Outfitting,Pound sterling,
NR053,Expenditure,Outfitting including ship purchase,535,,0,,,Outfitting,Pound sterling,
NR053,Return,"Inset, including sale of ship",673,,0,,,Return,Pound sterling,
NR053,Return,Other inset,7,,0,,,Return,Pound sterling,
NR054,Expenditure,Inset,87,,0,,,Return,Pound sterling,
NR054,Expenditure,Insurance,119,,0,,,Outfitting,Pound sterling,
NR054,Expenditure,Other,2,,0,,,Outfitting,Pound sterling,
NR054,Expenditure,Outfitting,715,,0,,,Outfitting,Pound sterling,
NR054,Expenditure,Ship Out,100,,0,,,Outfitting,Pound sterling,
NR054,Return,Inset,909,,0,,,Return,Pound sterling,
NR054,Return,Returned goods,14,,0,,,Return,Pound sterling,
NR054,Return,Ship In,87.5,,0,,,Return,Pound sterling,
NR055,Expenditure,Outfitting,303,,0,,,Outfitting,Pound sterling,
NR055,Expenditure,Ship Out,44,,0,,,Outfitting,Pound sterling,
NR055,Return,Inset,300,,0,,,Return,Pound sterling,
NR055,Return,Ship In,33,,0,VSRV,,Return,Pound sterling,
NR055,Expenditure,Insurance,38.2,,0,INV,,Outfitting,Pound sterling,
NR056,Expenditure,Insurance,118,,0,,,Outfitting,Pound sterling,
NR056,Expenditure,Outfitting including ship purchase,1135,,0,,,Outfitting,Pound sterling,
NR056,Return,Inset,662,,0,,,Return,Pound sterling,
NR056,Return,Other inset,66,,0,,,Return,Pound sterling,
NR056,Return,Returned goods,23,,0,,,Return,Pound sterling,
NR056,Return,Ship In,244,,0,,,Return,Pound sterling,
NR057,Expenditure,Insurance,100,,0,,,Outfitting,Pound sterling,
NR057,Expenditure,Outfitting,1040,,0,,,Outfitting,Pound sterling,
NR057,Expenditure,Ship Out,315,,0,,,Outfitting,Pound sterling,
NR057,Return,Discounts on trade goods,7,,0,,,After outfitting,Pound sterling,
NR057,Return,Inset,1825,,0,,,Return,Pound sterling,
NR057,Return,Insurance loss reimbursement,83,,0,,,Return,Pound sterling,
NR058,Expenditure,Insurance,41,,0,,,Outfitting,Pound sterling,
NR058,Expenditure,Outfitting,835,,0,,,Outfitting,Pound sterling,
NR058,Expenditure,Ship Out,88,,0,,,Outfitting,Pound sterling,
NR058,Return,"Inset, including sale of ship",981,,0,,,Return,Pound sterling,
NR059,Expenditure,Insurance,24,,0,,,Outfitting,Pound sterling,
NR059,Expenditure,Other,3,,0,,,Outfitting,Pound sterling,
NR059,Expenditure,Outfitting,455,,0,,,Outfitting,Pound sterling,
NR059,Expenditure,Ship Out,100,,0,,,Outfitting,Pound sterling,
NR059,Return,Inset,562,,0,,,Return,Pound sterling,
NR059,Return,Ship In,100,,0,,,Return,Pound sterling,
NR060,Expenditure,Insurance,33,,0,,,Outfitting,Pound sterling,
NR060,Expenditure,Outfitting,413,,0,,,Outfitting,Pound sterling,
NR060,Expenditure,Ship Out,75,,0,,,Outfitting,Pound sterling,
NR060,Return,Discounts on trade goods,5,,0,,,After outfitting,Pound sterling,
NR060,Return,Inset,692,,0,,,Return,Pound sterling,
NR060,Return,Other inset,10,,0,,,Return,Pound sterling,
NR060,Return,Returned goods,3,,0,,,Return,Pound sterling,
NR060,Return,Ship In,75,,0,,,Return,Pound sterling,
NR061,Expenditure,Insurance,62,,0,,,Outfitting,Pound sterling,
