Line_number,VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,dateoftransaction,timing,currency,remarks
1,GD001,Expenditure,Not specified,12235.7791666667,,,,1764,Outfitting,Livres tournois,
2,GD001,Expenditure,Not specified,654.854166666667,,,,1764,After outfitting,Livres tournois,
3,GD001,Expenditure,Not specified,17279.7875,,,,1765,Outfitting,Livres tournois,
4,GD001,Expenditure,Not specified,1228.62916666667,,,,1765,After outfitting,Livres tournois,
5,GD001,Expenditure,Not specified,16373.7041666667,,,,1767,Outfitting,Livres tournois,
6,GD001,Expenditure,Not specified,1757.69166666667,,,,1767,After outfitting,Livres tournois,
7,GD001,Expenditure,Not specified,18666.1791666667,,,,1769,Outfitting,Livres tournois,
8,GD001,Expenditure,Not specified,3055.52083333333,,,,1769,After outfitting,Livres tournois,
27,GD001,Return,Not specified,2929.41666666667,,,,1766-04-12,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
28,GD001,Return,Not specified,3310.4375,,,,1767-05-27,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
29,GD001,Return,Not specified,360.925,,,,1767-05-27,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
30,GD001,Return,Not specified,794.375,,,,1767-05-27,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
31,GD001,Return,Not specified,2279.97916666667,,,,1767-05-27,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
32,GD001,Return,Not specified,229.733333333333,,,,1767-05-27,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
33,GD001,Return,Not specified,2484.4375,,,,1768-05-17,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
34,GD001,Return,Not specified,599.745833333333,,,,1768-05-17,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
35,GD001,Return,Not specified,269.266666666667,,,,1768-05-18,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
36,GD001,Return,Not specified,1101.88333333333,,,,1769-05-22,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
37,GD001,Return,Not specified,301.020833333333,,,,1769-07-14,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
38,GD001,Return,Not specified,336.329166666667,,,,1769-07-14,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
39,GD001,Return,Not specified,105.15,,,,1772-12-22,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
40,GD001,Return,Not specified,3117.12916666667,,,,1772-08-16,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
41,GD001,Return,Not specified,4170.32083333333,,,,1773-08-16,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
42,GD001,Return,Not specified,603.7375,,,,1774-07-26,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
43,GD001,Return,Not specified,604.208333333333,,,,1774-06-23,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
44,GD001,Return,Not specified,705.404166666667,,,,1773-06-25,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
45,GD001,Return,Not specified,245.5375,,,,1773-04-28,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
46,GD001,Return,Not specified,607.391666666667,,,,1773-04-28,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
47,GD001,Return,Not specified,809.8,,,,1775-04-26,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
48,GD001,Return,Not specified,324.766666666667,,,,1775-03-25,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
49,GD001,Return,Not specified,570.0375,,,,1777-01-07,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
50,GD001,Return,Not specified,313.516666666667,,,,1781-01-19,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
51,GD001,Return,Not specified,44.0041666666667,,,,1784-01-22,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
52,GD001,Return,Not specified,87.9666666666667,,,,1785-04-04,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
53,GD001,Return,Not specified,365.6875,,,,1788-05-15,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
54,GD001,Return,Not specified,381.65,,,,1793-07-24,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
55,GD001,Return,Not specified,1448.30416666667,,,,1795-09-21,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
56,GD001,Return,Not specified,1.99166666666667,,,,1795-09-21,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers
57,GD001,Return,Not specified,127.4,,,,1767-09-24,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
58,GD001,Return,Not specified,341.2625,,,,1768-09-05,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
59,GD001,Return,Not specified,3985.2375,,,,1768-09-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
60,GD001,Return,Not specified,1375,,,,1768-08-06,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
61,GD001,Return,Not specified,2188.32083333333,,,,1768-09-03,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
62,GD001,Return,Not specified,1177.15,,,,1768-09-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
63,GD001,Return,Not specified,3354.2,,,,1768-12-05,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
64,GD001,Return,Not specified,279.025,,,,1769-02-16,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
65,GD001,Return,Not specified,3313.55833333333,,,,1769-02-24,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
66,GD001,Return,Not specified,565.570833333333,,,,1769-04-11,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
67,GD001,Return,Not specified,347.45,,,,1769-12-21,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
68,GD001,Return,Not specified,788.7,,,,1769-12-21,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
69,GD001,Return,Not specified,734.316666666667,,,,1770-05-11,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
70,GD001,Return,Not specified,2035.2,,,,1770-06-02,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
71,GD001,Return,Not specified,2407.21666666667,,,,1770-09-27,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
72,GD001,Return,Not specified,2871.11666666667,,,,1770-09-27,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
73,GD001,Return,Not specified,2275.15,,,,1771-06-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
74,GD001,Return,Not specified,1918.7875,,,,1771-12-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
75,GD001,Return,Not specified,844.8375,,,,1772-02-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
76,GD001,Return,Not specified,313.716666666667,,,,1772-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
77,GD001,Return,Not specified,627.8375,,,,1772-09-08,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
78,GD001,Return,Not specified,511.483333333333,,,,1772-09-27,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
79,GD001,Return,Not specified,818.366666666667,,,,1772-09-27,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
80,GD001,Return,Not specified,1813.9625,,,,1773-09-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
81,GD001,Return,Not specified,2694.05,,,,1774-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
82,GD001,Return,Not specified,344.841666666667,,,,1774-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
83,GD001,Return,Not specified,802.908333333333,,,,1774-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
84,GD001,Return,Not specified,258.875,,,,1774-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
85,GD001,Return,Not specified,354.291666666667,,,,1774-09-01,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
86,GD001,Return,Not specified,808.983333333333,,,,1775-05-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
87,GD001,Return,Not specified,871.875,,,,1775-12-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
88,GD001,Return,Not specified,980.6625,,,,1775-12-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
89,GD001,Return,Not specified,173.575,,,,1775-12-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
90,GD001,Return,Not specified,270.216666666667,,,,1775-12-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
91,GD001,Return,Not specified,181.066666666667,,,,1776-09-02,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
92,GD001,Return,Not specified,375.1875,,,,1777-09-20,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
93,GD001,Return,Not specified,1040.625,,,,1777-09-24,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
94,GD001,Return,Not specified,967.75,,,,1777-09-24,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
95,GD001,Return,Not specified,156.25,,,,1780-12-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
1,GD002,Expenditure,Outfiting (Armement),1690.22916666667,,,,1764,Outfitting,Livres tournois,
2,GD002,Expenditure,Since outfitting,238.491666666667,,,,1764,After outfitting,Livres tournois,
3,GD002,Return,Not specified,979.991666666667,,,,1766-08-22,Return,Livres tournois,
4,GD002,Return,Not specified,190.75,,,,1767-07-24,Return,Livres tournois,
5,GD002,Return,Not specified,95.7333333333333,,,,1767-07-24,Return,Livres tournois,
6,GD002,Return,Not specified,293.575,,,,1768-01-12,Return,Livres tournois,
7,GD002,Return,Not specified,176.658333333333,,,,1768-01-12,Return,Livres tournois,
8,GD002,Return,Not specified,241.6125,,,,1768-01-12,Return,Livres tournois,
9,GD002,Return,Not specified,91.8208333333333,,,,1768-09-13,Return,Livres tournois,
10,GD002,Return,Not specified,61.125,,,,1770-05-29,Return,Livres tournois,
11,GD002,Return,Not specified,39.9583333333333,,,,1770-05-29,Return,Livres tournois,
12,GD002,Return,Not specified,41.1,,,,1773-06-05,Return,Livres tournois,
13,GD002,Return,Not specified,64.6416666666667,,,,1773-08-16,Return,Livres tournois,
14,GD002,Return,Not specified,84.25,,,,1775-09-17,Return,Livres tournois,
1,GD003,Expenditure,Outfiting (Armement),29349.4708333333,,,,1765,Outfitting,Livres tournois,
2,GD003,Expenditure,Outfiting (Armement),40426.425,,,,1765,Outfitting,Livres tournois,
3,GD003,Expenditure,Since outfitting,269.745833333333,,,,1765,After outfitting,Livres tournois,
4,GD003,Expenditure,Outfiting (Armement),38373.975,,,,1767,Outfitting,Livres tournois,
5,GD003,Expenditure,Since outfitting,1464.73333333333,,,,1767,After outfitting,Livres tournois,
6,GD003,Expenditure,Outfiting (Armement),36656.2375,,,,1769,Outfitting,Livres tournois,
7,GD003,Expenditure,Since outfitting,6346.5,,,,1769,After outfitting,Livres tournois,
8,GD003,Expenditure,Outfiting (Armement),40189.9083333333,,,,1771,Outfitting,Livres tournois,
9,GD003,Expenditure,Since outfitting,2450.87083333333,,,,1771,After outfitting,Livres tournois,
10,GD003,Expenditure,Outfiting (Armement),41039.8708333333,,,,1773,Outfitting,Livres tournois,
11,GD003,Expenditure,Since outfitting,7612.23333333333,,,,1773,After outfitting,Livres tournois,
12,GD003,Expenditure,Outfiting (Armement),32349.95,,,,1774,Outfitting,Livres tournois,
13,GD003,Expenditure,Since outfitting,3512.90416666667,,,,1774,After outfitting,Livres tournois,
14,GD003,Return,Not specified,2984.59166666667,,,,1766-09-10,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
15,GD003,Return,Not specified,3114.4875,,,,1767-09-22,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
16,GD003,Return,Not specified,7670.70833333333,,,,1768-04-25,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
17,GD003,Return,Not specified,450.4625,,,,1768-06-06,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
18,GD003,Return,Not specified,13681.9166666667,,,,1768-09-03,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
19,GD003,Return,Not specified,2603.4875,,,,1768-10-06,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
20,GD003,Return,Not specified,21957.1833333333,,,,1768-11-03,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
21,GD003,Return,Not specified,745.516666666667,,,,1768-11-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
22,GD003,Return,Not specified,905.016666666667,,,,1768-02-17,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
23,GD003,Return,Not specified,480.758333333333,,,,1769-02-16,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
24,GD003,Return,Not specified,1298.99166666667,,,,1769-03-25,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
25,GD003,Return,Not specified,573.05,,,,1769-04-01,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
26,GD003,Return,Not specified,1060.27083333333,,,,1769-04-01,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
27,GD003,Return,Not specified,990.925,,,,1769-05-17,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
28,GD003,Return,Not specified,2536.2,,,,1769-08-02,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
29,GD003,Return,Not specified,75.1791666666667,,,,1769-08-06,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
30,GD003,Return,Not specified,3640.2625,,,,1769-08-14,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
31,GD003,Return,Not specified,391.05,,,,1769-05-06,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
32,GD003,Return,Not specified,1239.1125,,,,1769-06-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
33,GD003,Return,Not specified,813.3125,,,,1769-09-21,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
34,GD003,Return,Not specified,2219.34583333333,,,,1769-10-12,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
35,GD003,Return,Not specified,1049.74583333333,,,,1769-11-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
36,GD003,Return,Not specified,27.0833333333333,,,,1770-02-10,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
37,GD003,Return,Not specified,894.4375,,,,1770-03-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
38,GD003,Return,Not specified,4972.58333333333,,,,1770-03-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
39,GD003,Return,Not specified,14.0625,,,,1770-04-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
40,GD003,Return,Not specified,1237.625,,,,1770-07-10,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
41,GD003,Return,Not specified,8241.48333333333,,,,1770-08-18,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
42,GD003,Return,Not specified,1349.06666666667,,,,1770-08-18,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
43,GD003,Return,Not specified,2053.86666666667,,,,1771-06-15,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
44,GD003,Return,Not specified,4623.7625,,,,1771-06-15,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
45,GD003,Return,Not specified,9639.58333333333,,,,1771-07-04,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
46,GD003,Return,Not specified,1705.1125,,,,1771-05-06,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
47,GD003,Return,Not specified,382.558333333333,,,,1771-09-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
48,GD003,Return,Not specified,2937.61639344262,,,,1771-12-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
49,GD003,Return,Not specified,301.55,,,,1771-12-18,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
50,GD003,Return,Not specified,606.875,,,,1772-02-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
51,GD003,Return,Not specified,3732.4,,,,1772-03-12,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
52,GD003,Return,Not specified,4406.675,,,,1772-04-04,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
53,GD003,Return,Not specified,1627.775,,,,1772-04-04,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
54,GD003,Return,Not specified,2144.69166666667,,,,1772-04-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
55,GD003,Return,Not specified,621.7125,,,,1772-06-20,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
56,GD003,Return,Not specified,3335.15416666667,,,,1772-07-14,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
57,GD003,Return,Not specified,1178.35,,,,1772-09-24,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
58,GD003,Return,Not specified,1150.3,,,,1772-10-08,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
59,GD003,Return,Not specified,1229.55,,,,1772-10-08,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
60,GD003,Return,Not specified,1012.55,,,,1772-10-31,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
61,GD003,Return,Not specified,1063.55,,,,1773-02-14,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
62,GD003,Return,Not specified,697.783333333333,,,,1773-04-25,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
63,GD003,Return,Not specified,17988.975,,,,1773-05-15,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
64,GD003,Return,Not specified,602.341666666667,,,,1773-07-11,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
65,GD003,Return,Not specified,238.675,,,,1773-11-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
66,GD003,Return,Not specified,668.304166666667,,,,1773-11-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
67,GD003,Return,Not specified,1555.62916666667,,,,1773-11-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
68,GD003,Return,Not specified,521.325,,,,1773-11-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
69,GD003,Return,Not specified,15959.2375,,,,1774-01-11,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
70,GD003,Return,Not specified,1553.32083333333,,,,1774-02-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
71,GD003,Return,Not specified,900.708333333333,,,,1774-02-10,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
72,GD003,Return,Not specified,1392.5125,,,,1774-02-10,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
73,GD003,Return,Not specified,6343.2,,,,1774-02-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
74,GD003,Return,Not specified,1079.5625,,,,1774-06-20,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
75,GD003,Return,Not specified,591.1125,,,,1774-06-29,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
76,GD003,Return,Not specified,643.025,,,,1774-05-07,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
77,GD003,Return,Not specified,364.483333333333,,,,1774-06-26,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
78,GD003,Return,Not specified,969.3875,,,,1774-07-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
79,GD003,Return,Not specified,1455.26666666667,,,,1774-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
80,GD003,Return,Not specified,10776.2166666667,,,,1774-07-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
81,GD003,Return,Not specified,6523.61666666667,,,,1774-11-18,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
82,GD003,Return,Not specified,968.729166666667,,,,1774-11-18,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
83,GD003,Return,Not specified,510.8125,,,,1774-12-13,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
84,GD003,Return,Not specified,1089.84166666667,,,,1774-12-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
85,GD003,Return,Not specified,5744.41666666667,,,,1774-12-28,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
86,GD003,Return,Not specified,473.7625,,,,1774-10-29,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
87,GD003,Return,Not specified,3031.9375,,,,1774-12-31,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
88,GD003,Return,Not specified,1415.7625,,,,1775-03-25,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
89,GD003,Return,Not specified,757.816666666667,,,,1775-04-25,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
90,GD003,Return,Not specified,199.7875,,,,1775-09-15,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
91,GD003,Return,Not specified,2833.5625,,,,1775-12-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
92,GD003,Return,Not specified,728.05,,,,1776-01-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
93,GD003,Return,Not specified,1294.34166666667,,,,1776-01-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
94,GD003,Return,Not specified,825.8875,,,,1776-04-09,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
95,GD003,Return,Not specified,1050.7375,,,,1776-04-17,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
96,GD003,Return,Not specified,1349.38333333333,,,,1776-05-30,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
97,GD003,Return,Not specified,180.8,,,,1776-06-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
98,GD003,Return,Not specified,172.583333333333,,,,1776-07-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
99,GD003,Return,Not specified,328.1875,,,,1776-07-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
100,GD003,Return,Not specified,3323.75,,,,1776-07-19,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
101,GD003,Return,Not specified,1451.54166666667,,,,1776-07-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
102,GD003,Return,Not specified,1084.875,,,,1776-07-23,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
103,GD003,Return,Not specified,2082.6,,,,1776-08-21,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
104,GD003,Return,Not specified,3342.125,,,,1776-04-14,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
105,GD003,Return,Not specified,728.691666666667,,,,1776-03-29,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
106,GD003,Return,Not specified,13178.625,,,,1776-10-05,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
107,GD003,Return,Not specified,10461.9666666667,,,,1776-11-02,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
108,GD003,Return,Not specified,517.741666666667,,,,1777-01-31,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
109,GD003,Return,Not specified,417.6625,,,,1777-01-31,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers
